"nm" "nmqm" "wfl" "rooms" "bj" "bez" "wohngut" "wohnbest" "ww0" "zh0" "badkach0" "badextra" "kueche"
1205 11.16 108 4 1918 "Bogenhausen" 0 0 0 0 1 0 0
640 12.8 50 2 1983 "Bogenhausen" 1 0 0 0 1 0 0
978.75 10.41 94 4 1957.5 "Bogenhausen" 1 0 0 0 1 0 0
2293 13.1 175 5 1918 "Maxvorstadt" 1 0 0 0 1 0 0
620 11.07 56 2 1918 "Schwabing-Freimann" 0 0 0 0 1 0 0
895 12.09 74 3 1992.5 "Moosach" 0 0 0 0 1 0 1
707 13.34 53 2 1972 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
556 9.93 56 3 1957.5 "Schwabing-Freimann" 0 0 0 1 1 0 0
1050 16.41 64 3 1918 "Schwabing West" 1 0 0 1 1 0 1
612 12.49 49 2 1918 "Schwabing-Freimann" 0 0 0 0 1 0 0
1225.86 11.35 108 4 1939 "Schwabing West" 1 0 0 0 1 0 0
1090 11.6 94 4 1918 "Schwabing-Freimann" 0 0 0 0 1 1 0
1057 12.29 86 4 1972 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 0
1350 16.27 83 3 1957.5 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 1
660 11.79 56 2 1972 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
820 11.08 74 3 1939 "Au-Haidhausen" 0 0 0 0 1 0 1
540 11.74 46 1 1972 "Laim" 1 0 0 0 0 0 1
577.2 11.54 50 2 1983 "Pasing-Obermenzing" 0 0 0 0 1 0 1
779 11.13 70 3 1957.5 "Neuhausen-Nymphenburg" 1 0 0 0 0 0 0
1495 15.41 97 4 1992.5 "Maxvorstadt" 1 0 0 0 1 0 1
610 16.94 36 2 1957.5 "Maxvorstadt" 1 0 0 0 1 0 0
580 14.15 41 1 1972 "Schwabing-Freimann" 1 0 0 0 1 0 0
1683.45 14.51 116 5 1939 "Schwabing West" 1 0 0 0 1 0 0
650 9.29 70 3 1957.5 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 0
565 7.85 72 3 1957.5 "Untergiesing" 0 0 0 0 1 0 0
444.65 9.46 47 2 2006.5 "Untergiesing" 0 0 0 0 1 0 0
440.74 7.6 58 2 1957.5 "Obergiesing" 0 0 0 0 1 1 0
820 12.62 65 2 1972 "Schwabing West" 1 0 0 0 1 0 1
788 10.51 75 3 1918 "Maxvorstadt" 1 0 0 0 1 0 0
800 10.53 76 3 1957.5 "Pasing-Obermenzing" 1 0 0 0 1 0 0
775 10.47 74 2 2000.5 "Pasing-Obermenzing" 1 0 0 0 1 0 0
730 11.41 64 2 1957.5 "Ludwigvorstadt-Isarvorstadt" 1 0 0 1 1 1 1
547.31 11.4 48 2 1972 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
483.4 10.99 44 2 2006.5 "Obergiesing" 0 0 0 0 1 0 0
886 7.91 112 5 1957.5 "Obergiesing" 0 0 0 0 1 1 0
660 12 55 3 1972 "Au-Haidhausen" 1 0 0 0 1 0 0
480 14.12 34 1 1972 "Au-Haidhausen" 0 0 0 0 1 0 1
400 11.76 34 1 1957.5 "Au-Haidhausen" 1 0 0 0 1 0 0
564.79 10.46 54 2 1957.5 "Allach-Untermenzing" 0 0 0 0 1 0 0
520 9.29 56 2 1918 "Sendling" 0 0 0 0 1 0 0
730 11.59 63 2 2000.5 "Sendling-Westpark" 0 0 0 0 1 0 0
611.65 6.87 89 3 1972 "Sendling-Westpark" 0 0 0 0 0 0 0
985 11.59 85 3 1972 "Berg am Laim" 0 0 0 0 1 0 1
681.66 10.82 63 2 1957.5 "Au-Haidhausen" 1 0 0 0 1 0 0
1080 12 90 3 2000.5 "Sendling-Westpark" 0 0 0 0 1 1 1
860 11.47 75 3 1939 "Sendling" 0 0 0 0 1 0 0
615 11.6 53 2 1972 "Sendling-Westpark" 0 0 0 0 1 0 1
330 11 30 1 1918 "Schwanthalerhöhe" 0 0 0 1 1 0 1
1035 11.5 90 3 1924 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 0
649.75 10.83 60 2 1924 "Laim" 0 0 0 0 1 0 0
889.94 9.47 94 3 1918 "Au-Haidhausen" 1 0 0 1 1 0 0
1660 13.83 120 4 1957.5 "Altstadt-Lehel" 1 0 0 0 1 0 1
765.11 6.6 116 4 1918 "Altstadt-Lehel" 1 0 0 0 1 1 0
630 10.5 60 2 1957.5 "Schwanthalerhöhe" 0 0 0 0 1 0 1
778.83 10.38 75 3 1957.5 "Schwanthalerhöhe" 0 0 0 0 1 0 1
590 9.52 62 2 2010 "Moosach" 0 0 0 0 1 0 0
790 10.97 72 2 1957.5 "Moosach" 0 0 0 0 1 0 1
959 11.7 82 3 2000.5 "Thalkirchen..." 1 0 0 0 1 0 1
930 13.68 68 3 1972 "Bogenhausen" 1 0 0 0 1 0 1
624 16 39 1 1972 "Pasing-Obermenzing" 0 0 0 0 1 0 0
710 11.45 62 3 2000.5 "Schwabing-Freimann" 0 0 0 0 1 1 0
617 11.22 55 2 1957.5 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 1
415.55 15.98 26 1 1957.5 "Schwanthalerhöhe" 0 0 0 1 0 0 1
407.2 14.54 28 1 1918 "Untergiesing" 0 0 0 0 1 0 0
375 15 25 1 1972 "Schwabing-Freimann" 1 0 0 0 1 0 1
1690 10 169 6 1924 "Maxvorstadt" 1 0 0 0 1 0 0
513 11.4 45 2 1924 "Au-Haidhausen" 0 0 0 1 0 0 0
1160 13.03 89 3 2012.5 "Trudering-Riem" 1 0 0 0 1 1 0
1390.4 11.59 120 4 1918 "Altstadt-Lehel" 1 0 0 0 1 1 0
1270.03 11.65 109 3 1918 "Altstadt-Lehel" 0 1 0 0 1 1 0
1000.7 11.12 90 4 1918 "Neuhausen-Nymphenburg" 0 1 0 0 1 0 0
461.95 8.4 55 2 1924 "Au-Haidhausen" 0 0 0 1 0 0 0
1497.95 7.93 189 6 2000.5 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 1 0 0
590 11.8 50 2 1972 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
810 12.09 67 2 2000.5 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 1 0 0
556.86 7.33 76 2 1918 "Ludwigvorstadt-Isarvorstadt" 0 0 1 1 1 0 0
800 10.13 79 3 1972 "Trudering-Riem" 1 0 0 0 1 0 0
650 9.42 69 2 1957.5 "Au-Haidhausen" 1 0 1 1 0 0 0
921.17 8.94 103 4 1924 "Bogenhausen" 0 0 0 0 1 0 0
869.14 8.28 105 3 1957.5 "Bogenhausen" 0 1 0 0 0 0 0
668.68 9.98 67 3 1957.5 "Bogenhausen" 1 0 0 0 1 0 0
375.15 6.25 60 2 1972 "Trudering-Riem" 0 0 0 0 1 0 1
790 10.97 72 3 1918 "Au-Haidhausen" 1 0 0 0 1 0 0
670 10.81 62 2 1992.5 "Ramersdorf-Perlach" 1 0 0 0 1 0 1
919.43 8.21 112 5 1957.5 "Obergiesing" 0 0 0 0 1 1 0
1041.41 11.08 94 2 1918 "Au-Haidhausen" 1 0 0 0 1 0 0
769.37 12.82 60 3 1957.5 "Au-Haidhausen" 1 0 0 0 1 0 1
1280 12.55 102 3 2000.5 "Trudering-Riem" 0 0 0 0 1 0 0
417.58 7.88 53 2 1957.5 "Ramersdorf-Perlach" 0 0 0 0 1 0 0
450 14.06 32 1 1918 "Bogenhausen" 1 0 0 0 1 0 1
610 9.38 65 2 1992.5 "Trudering-Riem" 1 0 0 0 1 0 1
1100 10.38 106 5 2000.5 "Allach-Untermenzing" 0 0 0 0 1 0 0
1450 14.65 99 5 2000.5 "Moosach" 0 0 0 0 1 0 0
1099 14.46 76 3 2010 "Moosach" 0 0 0 0 1 0 1
815 10.72 76 3 1992.5 "Moosach" 0 0 0 0 1 0 0
760 11.52 66 2 1992.5 "Moosach" 0 0 0 0 1 0 0
1000 11.9 84 3 2010 "Ramersdorf-Perlach" 1 0 0 0 1 1 1
764.92 9.44 81 4 1957.5 "Berg am Laim" 0 0 0 0 1 0 0
1020 10.2 100 3 2000.5 "Trudering-Riem" 1 0 0 0 1 1 0
790 9.88 80 3 1972 "Trudering-Riem" 1 0 0 0 1 0 0
390 10 39 2 2012.5 "Aubing..." 0 0 0 0 1 0 0
640 9.41 68 2 1992.5 "Laim" 1 0 0 0 1 0 1
1380 15.86 87 3 1957.5 "Sendling" 0 0 0 0 1 1 0
560 9.66 58 2 1972 "Sendling" 0 0 0 0 1 0 0
603 8.49 71 3 1957.5 "Thalkirchen..." 0 0 0 0 1 0 0
400 12.9 31 1 2000.5 "Thalkirchen..." 1 0 0 0 1 0 1
960 12.47 77 3 1983 "Berg am Laim" 0 1 0 0 1 0 0
770 12.42 62 3 1957.5 "Thalkirchen..." 0 0 0 0 1 0 0
520 8.25 63 2 1939 "Schwanthalerhöhe" 0 0 0 0 1 0 0
650 12.5 52 2 1924 "Sendling" 0 0 0 0 1 0 1
820 12.06 68 2 1918 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
875 9.83 89 4 1983 "Aubing..." 0 0 0 0 1 0 0
632 11.29 56 2 1972 "Ramersdorf-Perlach" 0 0 0 0 1 0 1
1064.4 14.19 75 3 1939 "Schwabing-Freimann" 1 0 0 0 1 0 0
750 10.56 71 2 1972 "Schwabing West" 0 0 0 0 1 0 1
840 11.67 72 3 1918 "Schwabing-Freimann" 0 0 0 0 1 0 0
1040 10.61 98 4 1918 "Untergiesing" 0 0 0 0 1 0 0
1120 14 80 3 2000.5 "Sendling" 0 0 0 0 1 0 0
1350 13.5 100 3 1918 "Au-Haidhausen" 0 0 0 0 1 0 0
720 7.91 91 3 1972 "Bogenhausen" 0 1 0 0 1 0 0
910.46 12.14 75 3 1918 "Bogenhausen" 0 1 0 0 1 0 0
1495 12.46 120 4 1918 "Neuhausen-Nymphenburg" 1 0 0 0 0 0 0
589.33 10.91 54 2 1918 "Schwanthalerhöhe" 0 0 0 0 0 0 0
636 12 53 2 1957.5 "Pasing-Obermenzing" 1 0 0 0 1 0 0
450.29 11.85 38 2 2010 "Fledmoching-Hasenbergel" 0 0 0 0 1 0 0
630 14 45 2 1972 "Schwabing West" 0 0 0 1 1 0 0
583.78 7.78 75 3 1957.5 "Schwabing-Freimann" 0 0 0 0 0 0 0
762 11.21 68 2 1992.5 "Schwabing-Freimann" 1 0 0 0 1 0 0
1140 11.4 100 3 2000.5 "Schwanthalerhöhe" 0 0 0 0 1 0 1
880 11.58 76 3 2000.5 "Ramersdorf-Perlach" 0 0 0 0 1 0 1
864.85 12.53 69 3 2006.5 "Sendling" 0 0 0 0 1 0 1
430 11.32 38 2 1957.5 "Thalkirchen..." 1 0 0 0 1 0 1
1020 10.1 101 3 1957.5 "Thalkirchen..." 0 0 0 0 1 0 0
600 10 60 2 1957.5 "Maxvorstadt" 0 0 0 0 1 1 0
490 6.62 74 3 1983 "Milbersthofen-Am Hart" 0 0 0 0 1 0 1
800 11.76 68 3 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
1023 11 93 3 1972 "Milbersthofen-Am Hart" 0 0 0 0 1 0 1
865 12.36 70 3 1918 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 1 0
820.43 7.6 108 3 1918 "Schwanthalerhöhe" 0 0 0 1 0 0 0
1345 12.57 107 3 1918 "Schwanthalerhöhe" 0 0 0 0 1 1 0
641 12.82 50 2 1918 "Schwanthalerhöhe" 0 0 0 0 1 0 1
570 13.57 42 2 2000.5 "Obergiesing" 0 0 0 0 1 0 1
433 18.04 24 1 1992.5 "Sendling" 0 0 0 0 1 0 1
840 14.74 57 2 2000.5 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 1
1060 10.5 101 4 1992.5 "Allach-Untermenzing" 0 0 0 0 1 1 0
882 12.78 69 3 2006.5 "Hadern" 1 0 0 0 1 1 1
1274 13.27 96 3 1918 "Schwabing West" 1 0 0 0 1 0 0
2398 12.96 185 5 1918 "Altstadt-Lehel" 0 0 0 0 1 0 1
1185 14.81 80 3 1957.5 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 0 0 0
309.74 4.24 73 3 1972 "Fledmoching-Hasenbergel" 0 0 0 0 0 0 0
1100 11.11 99 4 1918 "Obergiesing" 0 0 0 0 1 0 0
900 11.69 77 3 1992.5 "Ramersdorf-Perlach" 1 0 0 0 1 0 0
400 14.29 28 1 1972 "Moosach" 0 0 0 0 1 0 0
520 10.83 48 2 1957.5 "Allach-Untermenzing" 0 0 0 0 1 0 0
830 11.53 72 3 1983 "Obergiesing" 0 0 0 0 1 0 1
600 10 60 2 1957.5 "Obergiesing" 0 0 0 1 1 0 1
650 8.67 75 2 2006.5 "Trudering-Riem" 1 0 0 0 1 1 1
784 9.56 82 3 2000.5 "Berg am Laim" 0 0 0 0 1 0 1
920 12.43 74 2 1983 "Maxvorstadt" 1 0 0 0 1 1 1
906 11.32 80 3 1918 "Maxvorstadt" 1 0 0 0 1 0 0
510 10.41 49 2 1957.5 "Obergiesing" 0 0 0 0 0 0 0
680 13.6 50 2 1972 "Obergiesing" 0 0 0 0 1 0 1
1280 14.22 90 3 1983 "Au-Haidhausen" 0 0 0 0 1 1 0
538.27 9.28 58 2 1992.5 "Trudering-Riem" 0 0 0 0 0 0 0
780 7.96 98 4 2000.5 "Obergiesing" 0 0 0 0 1 0 0
306 10.93 28 1 1957.5 "Maxvorstadt" 1 0 0 0 0 0 0
643 12.37 52 2 1972 "Maxvorstadt" 1 0 0 0 1 0 1
1135 12.61 90 2 1939 "Schwabing West" 1 0 0 0 0 0 0
275 9.82 28 1 1957.5 "Untergiesing" 0 0 0 0 0 0 0
540 15 36 1 1957.5 "Altstadt-Lehel" 0 0 0 0 1 0 0
1580 18.37 86 3 2010 "Au-Haidhausen" 1 0 0 0 1 1 0
835 17.04 49 2 2006.5 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 1
760 15.83 48 1 1924 "Maxvorstadt" 1 0 0 0 1 0 0
631.92 13.74 46 2 1918 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 1 1 0
720 12 60 2 1972 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 0 0 1
1600 16 100 3 1918 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 1 0 1
495 11.25 44 2 1983 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 1
468.86 5.79 81 4 1957.5 "Thalkirchen..." 0 0 0 0 1 0 0
800 13.79 58 2 1939 "Schwanthalerhöhe" 0 0 0 0 1 0 1
740 10.72 69 2 1992.5 "Schwanthalerhöhe" 0 0 0 0 1 0 0
1070 15.51 69 2 2000.5 "Schwanthalerhöhe" 1 0 0 0 1 0 1
550 16.67 33 1 1957.5 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 1 0 0
469.07 9.77 48 2 1924 "Schwabing-Freimann" 0 0 0 0 0 0 0
900 12.5 72 3 1957.5 "Neuhausen-Nymphenburg" 0 1 0 0 1 0 0
678 11.69 58 2 1957.5 "Schwabing West" 1 0 0 0 1 0 0
560 11.2 50 2 1992.5 "Sendling-Westpark" 0 0 0 0 1 0 1
1490 16.56 90 3 1939 "Bogenhausen" 1 0 0 0 1 0 0
870 14.5 60 2 1918 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
780 11.14 70 3 1918 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 0
1200 16.22 74 3 1918 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 1
810 12.46 65 2 1983 "Au-Haidhausen" 0 0 0 0 1 0 1
1640 11.8 139 4 1918 "Neuhausen-Nymphenburg" 1 0 0 1 1 0 1
1950 11.02 177 6 1939 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 1
2521 21.01 120 4 1992.5 "Neuhausen-Nymphenburg" 0 1 0 0 1 1 1
1402 18.45 76 2 2012.5 "Maxvorstadt" 1 0 0 0 1 0 0
1197.67 9.9 121 4 1972 "Fledmoching-Hasenbergel" 0 0 0 0 1 1 0
816.25 13.83 59 2 1992.5 "Schwabing West" 1 0 0 0 0 0 1
350 12.5 28 1 1983 "Maxvorstadt" 1 0 0 0 0 0 0
612.74 17.51 35 1 2000.5 "Maxvorstadt" 1 0 0 0 1 0 1
530 12.05 44 2 1957.5 "Maxvorstadt" 1 0 0 0 0 0 0
393 8.93 44 2 1957.5 "Untergiesing" 0 0 0 0 0 0 0
920 10.45 88 3 1972 "Thalkirchen..." 1 0 0 0 1 0 1
690 13.27 52 2 1957.5 "Sendling" 0 0 0 0 1 0 1
800 10.26 78 2 1972 "Schwabing-Freimann" 0 0 0 0 1 0 0
859 9.99 86 3 1918 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 1 0 0
730 12.17 60 2 1918 "Maxvorstadt" 1 0 0 0 0 0 0
426.72 12.93 33 1 1957.5 "Schwabing-Freimann" 0 0 0 0 1 0 0
698 10.74 65 2 1992.5 "Schwabing-Freimann" 1 0 0 0 1 0 0
438 13.69 32 1 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 1
620 14.76 42 1 1972 "Maxvorstadt" 1 0 0 0 1 0 1
1105 12.56 88 4 1918 "Schwabing West" 1 0 0 1 1 0 0
785 14.02 56 2 1957.5 "Maxvorstadt" 1 0 0 0 1 0 0
371.35 3.71 100 4 1918 "Untergiesing" 0 0 1 1 1 0 0
879 10.59 83 3 1918 "Au-Haidhausen" 0 0 0 0 1 0 1
390 6 65 2 1939 "Au-Haidhausen" 0 0 0 0 1 0 0
604 9.29 65 2 2000.5 "Trudering-Riem" 1 0 0 0 1 0 1
468.65 9.37 50 2 1957.5 "Au-Haidhausen" 1 0 0 0 1 0 0
1570 16.53 95 4 1918 "Au-Haidhausen" 0 0 0 0 1 0 0
1293 12.68 102 5 2000.5 "Au-Haidhausen" 1 0 0 0 1 1 0
433 13.53 32 1 1972 "Au-Haidhausen" 1 0 0 0 1 0 1
800 10.96 73 3 1983 "Bogenhausen" 0 0 0 0 1 0 1
840 11.35 74 3 1957.5 "Laim" 0 0 0 0 1 0 0
1120 16 70 3 2012.5 "Schwabing-Freimann" 0 0 0 0 1 0 0
757.08 11.65 65 3 1924 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
1163 13.37 87 3 2010 "Au-Haidhausen" 0 0 0 0 1 0 0
777.87 11.97 65 3 1918 "Altstadt-Lehel" 0 1 0 0 1 0 0
662 11.82 56 2 1918 "Schwanthalerhöhe" 0 0 0 0 1 0 0
1449.83 12.39 117 3 2006.5 "Altstadt-Lehel" 0 1 0 0 1 0 0
950 12.67 75 3 1918 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 1 0 1
990 12.22 81 3 1924 "Schwanthalerhöhe" 0 0 0 0 1 1 0
529.76 7.06 75 3 1939 "Sendling" 0 0 0 0 1 0 0
327.11 12.58 26 1 1957.5 "Sendling-Westpark" 0 0 0 0 1 0 1
670 13.96 48 2 1972 "Sendling" 0 0 0 0 1 0 1
940 14.03 67 2 2000.5 "Schwanthalerhöhe" 0 0 0 0 1 0 1
518.01 10.36 50 2 1939 "Schwabing-Freimann" 0 0 0 1 1 0 0
1337 13.24 101 3 1939 "Au-Haidhausen" 0 0 0 0 1 0 0
500 9.09 55 2 1957.5 "Au-Haidhausen" 1 0 0 0 1 0 1
737.45 14.46 51 2 2000.5 "Trudering-Riem" 1 0 0 0 1 0 1
1890 19.89 95 3 2012.5 "Maxvorstadt" 1 0 0 0 1 1 0
950 12.34 77 4 1992.5 "Trudering-Riem" 1 0 0 0 1 0 1
580 11.84 49 2 1983 "Trudering-Riem" 0 0 0 0 1 0 0
880 11.73 75 2 1972 "Bogenhausen" 1 0 0 0 1 0 1
844.04 8.61 98 3 1957.5 "Laim" 0 0 0 0 1 0 0
629.92 8.18 77 3 1939 "Moosach" 0 0 0 0 1 0 0
653 9.75 67 3 1957.5 "Moosach" 0 0 0 0 1 0 0
1261.4 14.84 85 4 1918 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
806 13 62 2 2000.5 "Trudering-Riem" 1 0 0 0 1 0 0
900 10 90 4 1983 "Ramersdorf-Perlach" 0 0 0 0 1 0 0
890 10.72 83 3 1972 "Berg am Laim" 0 0 0 0 1 0 1
510 15 34 1 1957.5 "Pasing-Obermenzing" 1 0 0 0 1 0 1
950 10.8 88 3 1992.5 "Fledmoching-Hasenbergel" 0 0 0 0 1 0 1
787 12.3 64 2 1972 "Milbersthofen-Am Hart" 0 0 0 0 0 0 0
860 10 86 3 1992.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
1144.8 15.9 72 3 2012.5 "Schwabing-Freimann" 0 0 0 0 1 0 0
700 12.73 55 2 1924 "Schwabing-Freimann" 0 0 0 0 1 0 0
625 13.02 48 2 1972 "Laim" 0 0 0 0 1 0 1
840 10.77 78 3 1957.5 "Altstadt-Lehel" 0 1 0 0 1 0 0
532.9 10.66 50 2 1972 "Fledmoching-Hasenbergel" 0 0 0 0 1 0 1
1150 9.91 116 4 1972 "Allach-Untermenzing" 0 0 0 0 1 0 1
600 14.63 41 2 1939 "Maxvorstadt" 1 0 0 0 1 0 0
1048.5 12.79 82 2 1939 "Altstadt-Lehel" 1 0 0 0 1 1 0
570 8.77 65 2 1957.5 "Laim" 0 0 0 0 0 0 0
726.91 15.47 47 2 1918 "Ludwigvorstadt-Isarvorstadt" 1 0 0 1 1 0 0
680 10.79 63 2 1957.5 "Schwabing West" 1 0 0 0 1 0 1
750 14.42 52 2 1972 "Schwabing West" 1 0 0 0 1 0 1
1890 17.18 110 4 1918 "Bogenhausen" 1 0 0 0 1 1 0
631.88 12.64 50 2 1924 "Schwabing-Freimann" 0 0 0 0 1 0 0
829 11.84 70 3 1957.5 "Untergiesing" 0 0 0 0 0 0 0
1550 15.82 98 3 2012.5 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 1 1 0
473.84 9.67 49 2 1972 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
540 11.49 47 2 1983 "Schwabing-Freimann" 0 0 0 0 0 0 0
930 10.94 85 3 1918 "Ludwigvorstadt-Isarvorstadt" 1 0 0 1 1 0 0
520 13.68 38 2 1972 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
606.65 12.13 50 2 1924 "Schwabing West" 1 0 0 0 1 0 0
1686 17.75 95 3 1924 "Schwabing-Freimann" 1 0 0 0 1 0 1
640 12.08 53 2 1992.5 "Trudering-Riem" 1 0 0 0 1 0 1
448 11.2 40 2 1957.5 "Trudering-Riem" 1 0 0 0 1 0 1
705 9.66 73 3 1939 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 0
675 13.5 50 2 1939 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 0 0 0
447 7.84 57 2 1957.5 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
639 12.78 50 2 1924 "Neuhausen-Nymphenburg" 0 0 0 0 0 0 0
1030 16.35 63 2 1918 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
580 9.67 60 3 1957.5 "Moosach" 0 0 0 0 0 0 1
1050 14 75 3 1918 "Altstadt-Lehel" 0 0 0 0 1 0 0
707.49 7.15 99 4 1939 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
541 8.87 61 2 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
750 12.5 60 2 1992.5 "Hadern" 1 0 0 0 1 0 1
490 15.31 32 2 1972 "Hadern" 1 0 0 0 1 0 0
740 12.13 61 2 1992.5 "Sendling-Westpark" 0 0 0 0 1 0 1
684 12 57 2 2000.5 "Moosach" 0 0 0 0 1 1 0
341 8.74 39 2 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
970 12.6 77 3 2006.5 "Neuhausen-Nymphenburg" 0 0 0 0 1 1 0
1092.5 7.8 140 4 1918 "Neuhausen-Nymphenburg" 0 0 0 0 0 0 0
810 15.58 52 2 1939 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 1
1207 14.54 83 3 1918 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 0 0 0
644.57 9.62 67 3 1918 "Sendling" 0 0 0 0 0 0 0
718 9.84 73 3 1939 "Schwabing West" 1 0 0 0 1 0 0
330 11 30 1 1983 "Thalkirchen..." 1 0 0 0 1 0 1
950 7.92 120 3 2000.5 "Moosach" 0 0 0 0 1 0 1
715 17.88 40 2 1972 "Maxvorstadt" 1 0 0 0 1 0 1
900 12.86 70 3 1992.5 "Ramersdorf-Perlach" 0 0 0 0 1 0 1
410 10 41 2 1957.5 "Ramersdorf-Perlach" 1 0 0 0 1 0 1
783 10.17 77 3 1957.5 "Au-Haidhausen" 1 0 0 0 1 0 0
905 10.9 83 3 1992.5 "Berg am Laim" 0 0 0 0 1 0 0
1170 16.96 69 3 2006.5 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
740 16.44 45 2 2000.5 "Maxvorstadt" 0 0 0 0 1 0 1
252.66 9.02 28 1 1972 "Obergiesing" 0 0 0 0 0 0 0
683.85 8.34 82 3 1918 "Au-Haidhausen" 0 0 0 0 1 0 0
1110 12.2 91 3 1972 "Schwabing West" 1 0 0 0 1 0 0
1090 13.97 78 4 1972 "Ramersdorf-Perlach" 1 0 0 0 1 0 1
967 9.67 100 5 1957.5 "Ramersdorf-Perlach" 0 0 0 0 1 1 0
695 8.91 78 3 1957.5 "Obergiesing" 0 0 0 0 1 0 0
1032.18 14.34 72 3 2006.5 "Thalkirchen..." 0 0 0 0 1 0 1
1312.55 12.04 109 4 2000.5 "Sendling" 0 0 0 0 1 0 0
520 11.56 45 2 1972 "Fledmoching-Hasenbergel" 0 0 0 0 1 0 0
774.37 10.46 74 3 2000.5 "Obergiesing" 0 0 0 0 1 0 0
980 12.89 76 3 2006.5 "Ramersdorf-Perlach" 1 0 0 0 1 0 0
1210 12.6 96 4 2012.5 "Laim" 1 0 0 0 1 0 0
740 12.98 57 2 2010 "Thalkirchen..." 1 0 0 0 1 1 0
750 7.5 100 2 1957.5 "Schwabing West" 0 0 0 0 1 0 0
1426 14.7 97 3 1924 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
1200.29 10.81 111 3 1939 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
948 18.23 52 2 1957.5 "Ramersdorf-Perlach" 0 0 0 0 0 0 0
1595 11.73 136 5 1918 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 0 0 0
980 10.54 93 3 1918 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 0 0 0
1079.24 11.99 90 4 2010 "Berg am Laim" 0 0 0 0 1 1 1
1278 15.4 83 3 2010 "Sendling" 0 0 0 0 1 0 0
1049 10.49 100 4 1957.5 "Moosach" 0 0 0 0 1 0 0
510 10.2 50 2 1972 "Moosach" 0 0 0 0 1 0 0
730 10.43 70 3 1992.5 "Laim" 0 0 0 0 1 0 0
700 13.21 53 2 2010 "Sendling" 0 0 0 0 1 0 0
585.5 13.94 42 2 1957.5 "Maxvorstadt" 1 0 0 0 1 0 1
1400 9.52 147 4 1992.5 "Ramersdorf-Perlach" 1 0 0 0 1 1 0
727.7 9.45 77 3 1918 "Au-Haidhausen" 1 0 0 1 1 0 0
535 7.64 70 2 1939 "Altstadt-Lehel" 1 0 0 0 1 0 0
890 9.67 92 4 1924 "Sendling" 0 0 0 0 1 0 0
543.44 11.32 48 2 1972 "Moosach" 0 0 0 0 1 0 1
527.11 6.28 84 4 2000.5 "Berg am Laim" 0 0 0 0 1 0 0
697.88 10.9 64 2 1939 "Berg am Laim" 0 0 0 0 1 0 1
